Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd,cleaned_text,text_length,sentiment,sentiment_score,sentiment_numeric
243,6594577171,3,0.0,,0,0,0,2023-02-05,"I’m sad to say that I don’t understand the hype around the Laneige Lip Masks. The formula feels nice when you first apply it (slippery Vaseline consistency but smoother in formula) but it doesn’t hang around long and has never lasted through the night with me. I really wanted to like this because it has a huge influencer and TikTok following but it is overhyped and overpriced for a Vaseline-like mask in my opinion. I tried the original mask and the light berry scent reminds me of bubblegum-scented numbing oral gel, which isn’t pleasant. As well as being pricey, Laneige is not cruelty-free. I think Bite Beauty’s agave mask or Tatcha’s Lip Mask are better, luxury lip masks if you do not want to use Vaseline and I find that both are in a similar price point but have been more moisturizing and cruelty free.",Overhyped and Overpriced,light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I m sad to say that I don t understand the hype around the Laneige Lip Masks. The formula feels nice when you first apply it slippery Vaseline consistency but smoother in formula but it doesn t hang around long and has never lasted through the night with me. I really wanted to like this because it has a huge influencer and TikTok following but it is overhyped and overpriced for a Vaseline-like mask in my opinion. I tried the original mask and the light berry scent reminds me of bubblegum-scented numbing oral gel, which isn t pleasant. As well as being pricey, Laneige is not cruelty-free. I think Bite Beauty s agave mask or Tatcha s Lip Mask are better, luxury lip masks if you do not want to use Vaseline and I find that both are in a similar price point but have been more moisturizing and cruelty free.",812,NEGATIVE,0.9960013031959534,-1
244,8997728013,5,1.0,,0,0,0,2023-02-05,"Throw away all of your carmex and other lip balms and get this, it’s a life saver for dry lips! I was a chronic carmex user, constantly applying it all day and picking my lips, reapplying carmex, repeat. After using Laneige, my lips are moisturized and smooth, and I only need to apply it a couple of times a day. It doesn’t sit on top of my lips like other chapsticks and I hardly pick my lips at all now. I highly recommend this for both day and night use, and especially if you have dry lips and nothing else works!",A must have for chronic dry lips!,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Throw away all of your carmex and other lip balms and get this, it s a life saver for dry lips! I was a chronic carmex user, constantly applying it all day and picking my lips, reapplying carmex, repeat. After using Laneige, my lips are moisturized and smooth, and I only need to apply it a couple of times a day. It doesn t sit on top of my lips like other chapsticks and I hardly pick my lips at all now. I highly recommend this for both day and night use, and especially if you have dry lips and nothing else works!",518,POSITIVE,0.9933925271034241,1
245,9079557433,5,1.0,,0,0,0,2023-02-04,my holy grail lip mask & this one smells and tasted like sour gummy bears i love it. i use it every night & wake up with baby soft lips. i use it throughout the day as a lip balm too.,My holy grail lip mask,lightMedium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,my holy grail lip mask this one smells and tasted like sour gummy bears i love it. i use it every night wake up with baby soft lips. i use it throughout the day as a lip balm too.,179,POSITIVE,0.9954727292060852,1
246,5272486353,5,1.0,1.0,1,0,1,2023-02-04,Very hydrating and smells amazing. I don’t use it often as a mask than I do after makeup for a little color/hydration to the lips,Perfect for mask or as chapstick,light,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Very hydrating and smells amazing. I don t use it often as a mask than I do after makeup for a little color hydration to the lips,129,POSITIVE,0.9995989203453064,1
247,42212948649,5,1.0,,0,0,0,2023-02-04,"Pas de sens comme ça sent bon!!! Mes lèvres sont douces, j’ai habituellement les lèvres gercées en hiver mais ce produit aide beaucoup à les hydrater. Vraiment contente!",Parfait pour lèvres sensibles en hiver,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Pas de sens comme a sent bon!!! Mes l vres sont douces, j ai habituellement les l vres gerc es en hiver mais ce produit aide beaucoup les hydrater. Vraiment contente!",166,POSITIVE,0.9636653065681458,1
248,11648850502,2,0.0,,0,0,0,2023-02-04,"Used to be obsessed with this and used everyday, but my lips became a bit dependant on it. If I’d forget it for one night, they’d be extremely dry and cracked. I have some friends with this issue as-well.",Not in the long run,fair,blue,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Used to be obsessed with this and used everyday, but my lips became a bit dependant on it. If I d forget it for one night, they d be extremely dry and cracked. I have some friends with this issue as-well.",204,NEGATIVE,0.9847425222396851,-1
249,7022850506,2,0.0,,0,0,0,2023-02-04,Smells good. Feels nice. But stops healing the lips after a while. Back to Aquaphor I go.,Works at first until it doesn’t anymore,mediumTan,green,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Smells good. Feels nice. But stops healing the lips after a while. Back to Aquaphor I go.,89,NEGATIVE,0.8580458760261536,-1
250,1562112488,5,1.0,1.0,1,0,1,2023-02-04,I have used this for nearly a week and I absolutely love it! I cannot believe I waited so long. I think I was hung up on the “mask” part however it is just an amazing hydrating balm that smells great and does an even better job!,I won’t use anything else again!,lightMedium,green,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I have used this for nearly a week and I absolutely love it! I cannot believe I waited so long. I think I was hung up on the mask part however it is just an amazing hydrating balm that smells great and does an even better job!,226,POSITIVE,0.999718964099884,1
251,12321026443,5,1.0,,0,0,0,2023-02-04,"Very hydrating! I use this as everyday lip balm and love it. Scent is amazing too. I have one in every room, bought them as gifts too! It can get a little soft and a little melty if the environment gets hot though (aka my woodstove heated environment) but still good!!",Will always have multiple on hand!,light,blue,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Very hydrating! I use this as everyday lip balm and love it. Scent is amazing too. I have one in every room, bought them as gifts too! It can get a little soft and a little melty if the environment gets hot though aka my woodstove heated environment but still good!!",266,POSITIVE,0.9998352527618408,1
252,22666038949,4,1.0,1.0,1,0,1,2023-02-04,"Love the packaging, of course great formula! Doesn’t smell like Vanilla at all.","Staple, but disappointing.",tan,brown,normal,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Love the packaging, of course great formula! Doesn t smell like Vanilla at all.",79,POSITIVE,0.9842310547828674,1
253,39307020629,4,1.0,,0,0,0,2023-02-04,i love the smell so much! it definitely hydrates my lips a lot as well. however it is probably just the same hydration as vaseline. the smell wins me over though.,vaseline but better smell,fairLight,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,i love the smell so much! it definitely hydrates my lips a lot as well. however it is probably just the same hydration as vaseline. the smell wins me over though.,162,POSITIVE,0.9995002746582031,1
254,44038052281,4,1.0,0.0,1,1,0,2023-02-04,J’utilise se produit à chaque soir et je vois une grande différence mes lèvre sont beaucoup moin sèche,Je l’utilise à chaque soir pour toute la nuit,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,J utilise se produit chaque soir et je vois une grande diff rence mes l vre sont beaucoup moin s che,100,NEGATIVE,0.5849716663360596,-1
255,43782090780,5,1.0,0.3333329856395721,3,2,1,2023-02-03,Love! So moisturizing and i feel so fancy while using it. It also kind of peels your lips in a good way and makes them soooo much softer,Super hydrating!  ❤️❤️,mediumTan,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Love! So moisturizing and i feel so fancy while using it. It also kind of peels your lips in a good way and makes them soooo much softer,136,POSITIVE,0.9997979998588562,1
256,2724420747,5,1.0,,0,0,0,2023-02-02,love all these masks. I own 4 now. And will buy again and again,The best,light,brown,combination,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,love all these masks. I own 4 now. And will buy again and again,63,POSITIVE,0.9997702240943909,1
257,5439839342,5,1.0,0.7142860293388367,7,2,5,2023-02-02,"I’ve dealt with dry, chapped lips for years now and nothing has truly helped me until I came across this product! It has literally changed my life! BUT for me, it’s ONLY the sweet candy flavor that actually works. My lips have never been softer!!! I tried the other ones and unfortunately they didn’t work out for me (not sure why)",SWEET CANDY is the ONE!,,brown,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I ve dealt with dry, chapped lips for years now and nothing has truly helped me until I came across this product! It has literally changed my life! BUT for me, it s ONLY the sweet candy flavor that actually works. My lips have never been softer!!! I tried the other ones and unfortunately they didn t work out for me not sure why",329,NEGATIVE,0.8049650192260742,-1
258,2724420747,4,1.0,0.0,3,3,0,2023-02-02,My favorite lip mask and I’ve had many! This one leaves a sweet pink tint that I love. The only reason I took a star off is because some dripped out onto my baby pink moose knuckle jacket and it won’t come out 😞 I have 4 of these and the purple is my favorite 💜,A little messy but SO nice!,light,brown,combination,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,My favorite lip mask and I ve had many! This one leaves a sweet pink tint that I love. The only reason I took a star off is because some dripped out onto my baby pink moose knuckle jacket and it won t come out I have 4 of these and the purple is my favorite,257,POSITIVE,0.6477624773979187,1
259,5978936871,1,0.0,0.75,4,1,3,2023-02-02,"I find it makes your lips dependant on the product. I used it daily, and as soon as I stopped my lips cracked so badly they split and bled when I spoke. I have never had drier lips in my entire life.",Dried my lips out.,light,green,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I find it makes your lips dependant on the product. I used it daily, and as soon as I stopped my lips cracked so badly they split and bled when I spoke. I have never had drier lips in my entire life.",199,NEGATIVE,0.9970712661743164,-1
260,45073617752,1,0.0,0.7777780294418335,9,2,7,2023-02-02,Honestly I used it once and it made my lips look amazing but I hate that I didn’t read anything about it. I hate using a product that rests on animals so I hate that I wasted my money since I won’t be using 😂,,fair,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Honestly I used it once and it made my lips look amazing but I hate that I didn t read anything about it. I hate using a product that rests on animals so I hate that I wasted my money since I won t be using,206,NEGATIVE,0.9971814155578613,-1
261,2630292197,1,0.0,0.6666669845581055,3,1,2,2023-02-02,"I was really excited to try this product after so many fav reviews. Unfortunately, the only thing this did to my lips was make them more chapped and dry.",Not for me,fair,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I was really excited to try this product after so many fav reviews. Unfortunately, the only thing this did to my lips was make them more chapped and dry.",153,NEGATIVE,0.9965697526931763,-1
262,45145578387,5,1.0,,0,0,0,2023-02-02,This stuff smells so good and I woke up with very soft lips and I also like using This on my lips for looks because it looks really nice! I recommend 💕🍬,This is so good recommend!!💕🍬,lightMedium,green,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,This stuff smells so good and I woke up with very soft lips and I also like using This on my lips for looks because it looks really nice! I recommend,149,POSITIVE,0.9998121857643127,1
263,45113689688,4,1.0,,0,0,0,2023-02-02,I have used this product for over 2 years and I will always repurchase.,great lip mask,fair,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I have used this product for over 2 years and I will always repurchase.,71,POSITIVE,0.923660397529602,1
264,22835510427,5,1.0,,0,0,0,2023-02-02,"I’m really impressed with this lip mask. I only have a trial size that came in a package of other items, but this small size is going to last awhile! You need only the tiniest amount. It has a nice scent but no weird taste. It also stays really well on the lips. I applied it before bed and always drink water leading up to going to bed and right before I go to sleep and it didn’t come off. My house has a wood stove so it is extra dry in the winter and this mask has been great for keeping my lips moisturized.",Excellent Stay for a Night Mask,fair,green,dry,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I m really impressed with this lip mask. I only have a trial size that came in a package of other items, but this small size is going to last awhile! You need only the tiniest amount. It has a nice scent but no weird taste. It also stays really well on the lips. I applied it before bed and always drink water leading up to going to bed and right before I go to sleep and it didn t come off. My house has a wood stove so it is extra dry in the winter and this mask has been great for keeping my lips moisturized.",512,POSITIVE,0.9978482723236084,1
265,37964060883,5,1.0,,0,0,0,2023-02-02,"This lip mask is hydrating, nourishing, and it also has simple fancy packaging! The smell is so good I literally want to eat it. Def recommend. If you have cracked dry lips and use at night, you’ll wake up with smooth lips!",Vanilla girl must have 🍨,light,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"This lip mask is hydrating, nourishing, and it also has simple fancy packaging! The smell is so good I literally want to eat it. Def recommend. If you have cracked dry lips and use at night, you ll wake up with smooth lips!",223,POSITIVE,0.9996090531349182,1
266,42109713837,4,1.0,,0,0,0,2023-02-02,I like this lip mask. It makes your lips feel smooth & soft!,,lightMedium,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I like this lip mask. It makes your lips feel smooth soft!,58,POSITIVE,0.9952438473701477,1
267,32573848592,3,0.0,1.0,3,0,3,2023-02-01,I didn’t really notice a difference with this. I’m not sure if I didn’t try it for long enough but there are better chapsticks,,fair,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I didn t really notice a difference with this. I m not sure if I didn t try it for long enough but there are better chapsticks,126,NEGATIVE,0.9961243271827698,-1
268,1587264093,1,0.0,0.5555559992790222,9,4,5,2023-02-01,"I absolutely loved this product and was about to reorder, but was reading reviews to see if I went with different flavor than the original, and was surprised to find out that they test on animals.  Definitely will NOT be buying again.  Shame on them!",,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I absolutely loved this product and was about to reorder, but was reading reviews to see if I went with different flavor than the original, and was surprised to find out that they test on animals. Definitely will NOT be buying again. Shame on them!",248,POSITIVE,0.5196440815925598,1
269,8153950494,2,0.0,,0,0,0,2023-02-01,I wanted to like this so bad! It made my lips very soft but it broke my lips and surrounding area out every time I used it.,Didn’t work for me,lightMedium,brown,combination,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I wanted to like this so bad! It made my lips very soft but it broke my lips and surrounding area out every time I used it.,123,NEGATIVE,0.9815776944160461,-1
270,34765906916,3,0.0,0.8333330154418945,6,1,5,2023-02-01,I put this on before bed and wake up with really soft lips. I just think you could get something like this for cheaper. They also test on animals. If you just want something to get you with soft lips other than Vaseline go with it.,,light,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I put this on before bed and wake up with really soft lips. I just think you could get something like this for cheaper. They also test on animals. If you just want something to get you with soft lips other than Vaseline go with it.,231,POSITIVE,0.9947420358657837,1
271,21803455482,1,0.0,0.6000000238418579,5,2,3,2023-02-01,Laneige is not cruelty free! They do test on animals!,,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Laneige is not cruelty free! They do test on animals!,53,NEGATIVE,0.6335593461990356,-1
272,26520648972,4,1.0,1.0,1,0,1,2023-02-01,"Smells really nice, almost like grape candy! Definitely worth it😊",So good!!!,porcelain,blue,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Smells really nice, almost like grape candy! Definitely worth it",64,POSITIVE,0.9998819828033447,1
273,11929975366,5,1.0,0.3333329856395721,3,2,1,2023-02-01,L♥️VE this lip mask! Hydrates and leaves my lips feeling so soft. And the scent is fabulous!,Love this Lip Mask!,light,brown,oily,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,L VE this lip mask! Hydrates and leaves my lips feeling so soft. And the scent is fabulous!,91,POSITIVE,0.9998119473457336,1
274,45001004050,5,1.0,0.0,1,1,0,2023-01-31,I love this product and it makes my lips feel amazing!!! My personal favorite is the gummy bear,Gummy bear lip mask!,notSureST,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I love this product and it makes my lips feel amazing!!! My personal favorite is the gummy bear,95,POSITIVE,0.9998751878738403,1
275,27278581592,5,1.0,1.0,1,0,1,2023-01-31,"insane product! so hydrating, is use it every morning and night",,light,green,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"insane product! so hydrating, is use it every morning and night",63,NEGATIVE,0.9699320793151855,-1
276,8762245945,3,0.0,0.0,2,2,0,2023-01-31,"Got this as a sample and didn’t realize it wasn’t cruelty-free :( It smells nice but doesn’t work significantly better than a thick coat of lip balm in my experience, I don’t get the price point or the hype","NOT cruelty free, works like a lip balm",fair,blue,normal,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Got this as a sample and didn t realize it wasn t cruelty-free It smells nice but doesn t work significantly better than a thick coat of lip balm in my experience, I don t get the price point or the hype",203,NEGATIVE,0.9988551139831543,-1
277,1686732013,2,0.0,,0,0,0,2023-01-31,2 stars b/c it tastes amazing. But it just acts to dry out my lips BIG TIME so I have to apply more moisturizer than ever.,Dries out lips FAST,fair,hazel,combination,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,2 stars b c it tastes amazing. But it just acts to dry out my lips BIG TIME so I have to apply more moisturizer than ever.,122,NEGATIVE,0.9941352605819702,-1
278,1534108844,2,1.0,1.0,1,0,1,2023-01-31,I feel like I wake up with dry lips. It seems to be moisturizing but when I wear it overnight I feel like my lips are dry when I wake up,Dry lips?,medium,hazel,combination,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I feel like I wake up with dry lips. It seems to be moisturizing but when I wear it overnight I feel like my lips are dry when I wake up,136,NEGATIVE,0.9971753358840942,-1
279,6541047336,4,1.0,0.6000000238418579,10,4,6,2023-01-31,"I didn’t see any hype about this lip mask.  I got it as a free sample from another order.  I used it a few times and was shocked by how much I liked it.  I finally caved and ordered a couple in different scents.  My favorite is the gummy bear, (grape).  The feel is very jelly-like and not sticky.  It’s almost cushioned.  I saw one review that said this gave them angular cheilitis.  I am extremely prone to this and have had no issue with the product making it flare up.  I’m really disappointed to learn this company tests on animals, so I’m taking off a star, otherwise this would have been an easy 5 stars for me.","Impressed, But Disappointed",,hazel,dry,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I didn t see any hype about this lip mask. I got it as a free sample from another order. I used it a few times and was shocked by how much I liked it. I finally caved and ordered a couple in different scents. My favorite is the gummy bear, grape . The feel is very jelly-like and not sticky. It s almost cushioned. I saw one review that said this gave them angular cheilitis. I am extremely prone to this and have had no issue with the product making it flare up. I m really disappointed to learn this company tests on animals, so I m taking off a star, otherwise this would have been an easy 5 stars for me.",608,NEGATIVE,0.5386019349098206,-1
280,27085363801,4,1.0,0.5,2,1,1,2023-01-30,love the smell and the texture of the product but you have to use quite a bit to keep your lips hydrated. You may also loose the little applicator because it does not attach itself to the jar.,Love the smell,,blue,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,love the smell and the texture of the product but you have to use quite a bit to keep your lips hydrated. You may also loose the little applicator because it does not attach itself to the jar.,192,NEGATIVE,0.9961403012275696,-1
281,29641587749,4,1.0,1.0,1,0,1,2023-01-30,this product makes my lips so moisturized and it looks like lip gloss,,fair,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,this product makes my lips so moisturized and it looks like lip gloss,69,POSITIVE,0.5951839089393616,1
282,1552661644,3,1.0,1.0,3,0,3,2023-01-30,"It’s a great mask for sealing in moisture to the lips. I wet my lips with water, apply my moisturizer to my lips and then seal it in with this and a little Aquaphor. Keeps my lips SUPER supple in winter",Great when paired with other products,rich,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"It s a great mask for sealing in moisture to the lips. I wet my lips with water, apply my moisturizer to my lips and then seal it in with this and a little Aquaphor. Keeps my lips SUPER supple in winter",202,POSITIVE,0.9989857077598572,1
283,20530276423,2,0.0,1.0,2,0,2,2023-01-30,"I got it because a couple of friends couldn’t stop talking about it. However, after using it for a couple of weeks now, I can totally say this product is not worth it. It’s very sticky and I do not see any changes or improvements in my lips skin. It is still dry and I do not believe is helpful at all. Don’t buy it. It’s def a lie.",Definitely not was I was expecting,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I got it because a couple of friends couldn t stop talking about it. However, after using it for a couple of weeks now, I can totally say this product is not worth it. It s very sticky and I do not see any changes or improvements in my lips skin. It is still dry and I do not believe is helpful at all. Don t buy it. It s def a lie.",332,NEGATIVE,0.9995836615562439,-1
284,31558453481,3,1.0,,0,0,0,2023-01-30,"My lips aren’t fully soft after but they do feel moisturized, although if my lips are dry it won’t fix it. smells super nice and is super cute but also a bit expensive",,lightMedium,green,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"My lips aren t fully soft after but they do feel moisturized, although if my lips are dry it won t fix it. smells super nice and is super cute but also a bit expensive",167,POSITIVE,0.9962539672851562,1
285,27654061345,4,1.0,,0,0,0,2023-01-30,"I love the product and it looks good and feels good. It works as both a lip gloss and a mask. However, I wish that the applicator was a little more sturdy.",Great product,,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I love the product and it looks good and feels good. It works as both a lip gloss and a mask. However, I wish that the applicator was a little more sturdy.",155,POSITIVE,0.997480571269989,1
286,2155150632,1,0.0,0.6666669845581055,3,1,2,2023-01-30,"WASTE OF MONEY. Use vaseline, cerave healing ointment or lanolips ointment 101. This is so hyped, overpriced and under delivering. Made my lips pale and wasnt hydrating as vaseline. Nthanks.",,lightMedium,hazel,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"WASTE OF MONEY. Use vaseline, cerave healing ointment or lanolips ointment 101. This is so hyped, overpriced and under delivering. Made my lips pale and wasnt hydrating as vaseline. Nthanks.",190,NEGATIVE,0.9996947050094604,-1
287,9859462735,3,1.0,,0,0,0,2023-01-30,Good overnight lip mask. Also great to use on top of lipstick for shine. Works as well just like any other lip mask or balm. Its a good product but don’t buy it for the hype. Almost all lip balms do the same thing!,Good lip mask,lightMedium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Good overnight lip mask. Also great to use on top of lipstick for shine. Works as well just like any other lip mask or balm. Its a good product but don t buy it for the hype. Almost all lip balms do the same thing!,214,POSITIVE,0.9953799247741699,1
288,32676004692,5,1.0,1.0,2,0,2,2023-01-29,She is my girl y’all she works so good and she feels so nice. When I tell you how many I apply her in a day is wow. She did her thing I love laneige 😍💅🏽,Laneige Ateee 💅🏽,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,She is my girl y all she works so good and she feels so nice. When I tell you how many I apply her in a day is wow. She did her thing I love laneige,148,POSITIVE,0.9998598098754883,1
289,8490246969,5,1.0,,0,0,0,2023-01-29,"Prior to using this product, winter was incredibly harsh on my lips, especially this year. They were cracked and bleeding frequently and no matter what I did, nothing was working, which is the reason why I bought this product (after consulting with a sale associate at the store). The product only says it will hydrate your lips and make them soft and smooth, nothing more, but after one use, my bleeding and cracked lips were almost completely healed! They were definitely hydrated and my lips stop cracking since I started to use the product. The second night of using this product, my lips looked way better than they have in years and honestly, I continue to use this product for the winter as I do not want to go back to damaged lips. The product is easy to use, it smells nice, which is always a bonus, and does an incredible job at keeping my lips hydrated and looking AMAZING. Definitely worth the price of the product and it lasts for quite some time.",It saved my lips from the harsh winter!,,blue,combination,red,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Prior to using this product, winter was incredibly harsh on my lips, especially this year. They were cracked and bleeding frequently and no matter what I did, nothing was working, which is the reason why I bought this product after consulting with a sale associate at the store . The product only says it will hydrate your lips and make them soft and smooth, nothing more, but after one use, my bleeding and cracked lips were almost completely healed! They were definitely hydrated and my lips stop cracking since I started to use the product. The second night of using this product, my lips looked way better than they have in years and honestly, I continue to use this product for the winter as I do not want to go back to damaged lips. The product is easy to use, it smells nice, which is always a bonus, and does an incredible job at keeping my lips hydrated and looking AMAZING. Definitely worth the price of the product and it lasts for quite some time.",959,POSITIVE,0.9956193566322327,1
290,23991694303,5,1.0,1.0,1,0,1,2023-01-29,"Got this as a gift for my sister and after she raved about it and made me try it, i had to purchase one for myself. I’m obsessed with soft lips and this is everything",,medium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Got this as a gift for my sister and after she raved about it and made me try it, i had to purchase one for myself. I m obsessed with soft lips and this is everything",166,POSITIVE,0.999017596244812,1
291,6740116696,4,1.0,0.0,1,1,0,2023-01-29,Bought this during the holidays to be festive + I love the original. Although I love the formula I took down a star bc the peppermint is so faint I could barely smell it??,Formula ✅ Scent ❌ you could skip,lightMedium,brown,dry,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Bought this during the holidays to be festive I love the original. Although I love the formula I took down a star bc the peppermint is so faint I could barely smell it??,169,POSITIVE,0.9798056483268738,1
292,34250756094,2,0.0,,0,0,0,2023-01-29,"I used this for about a week, and it didn’t do much for me. It doesn’t completely last throughout the night. When I wake up it feels a bit sticky and uncomfortable. I felt a weird sensation from the lip mask in the mornings. The only good thing is the smell.",Not the experience I wanted,,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I used this for about a week, and it didn t do much for me. It doesn t completely last throughout the night. When I wake up it feels a bit sticky and uncomfortable. I felt a weird sensation from the lip mask in the mornings. The only good thing is the smell.",258,NEGATIVE,0.9990813732147217,-1
293,44965695122,5,1.0,1.0,3,0,3,2023-01-29,Keeps my lips not dry or cracked for days and it smells so good!,MUST HAVE,tan,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Keeps my lips not dry or cracked for days and it smells so good!,64,POSITIVE,0.9998488426208496,1
294,42892410223,4,0.0,1.0,1,0,1,2023-01-29,"I like it, but I would recommend to get the lip balm instead, the application is easier",good but not great,fair,green,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I like it, but I would recommend to get the lip balm instead, the application is easier",87,NEGATIVE,0.981217622756958,-1
295,10789006450,5,1.0,1.0,1,0,1,2023-01-29,This mask makes me hate using anything else on my lips! It absorbs so well and is just the right amount of glossy— I wear it before bed every night but also as a balm anytime. The vanilla one smells just like vanilla taffy!,My favorite lip product!!!,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,This mask makes me hate using anything else on my lips! It absorbs so well and is just the right amount of glossy I wear it before bed every night but also as a balm anytime. The vanilla one smells just like vanilla taffy!,222,POSITIVE,0.999110996723175,1
296,7230854308,5,1.0,,0,0,0,2023-01-29,I use this every single night! The first time I used it I had severe cracked lips that nothing could heal. One application and I was healed! I love this lip mask!,Lip essential!,fair,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I use this every single night! The first time I used it I had severe cracked lips that nothing could heal. One application and I was healed! I love this lip mask!,162,POSITIVE,0.9978481531143188,1
297,24028037189,1,0.0,0.6470590233802795,17,6,11,2023-01-29,"Good product, but LANEIGE tests on animals. Not cruelty-free. Get it together, LANEIGE. Hope this posts.",Not cruelty-free. LANEIGE tests on animals.,fairLight,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Good product, but LANEIGE tests on animals. Not cruelty-free. Get it together, LANEIGE. Hope this posts.",104,POSITIVE,0.9870461225509644,1
